,id,document_id,text_1,text_2,annotator_a,annotator_b,annotator_c,annotator_d,annotator_e,mean_label,ClinicalBERT_SIM,BioBERT_SIM,BlueBERT_SIM,BERT_SIM,Sentence_1_SIM,Sentence_2_SIM,Sentence_3_SIM
14,18,19,"Recently, miR-126 was identified as a metastasis suppressing miRNA that is downregulated in relapsing breast cancer, leukemia, and cervical cancer.",Subsequent reports showed that miR-126 targeted the oncogene IRS-1 (insulin receptor substrate-1) in breast cancer cells and miR-126 was downregulated in cervical cancer.,3,3,3,3,4,0.75,0.8552544116973877,0.9593619704246521,0.9406646490097046,0.9426732063293457,0.7364359498023987,0.9589442610740662,0.7097082734107971
15,20,21,"Up-regulation of miR-24 has been observed in a number of cancers, including OSCC.","In addition, miR-24 is one of the most abundant miRNAs in cervical cancer cells, and is reportedly up-regulated in solid stomach cancers.",3,3,3,3,3,0.75,0.8558032512664795,0.9499949812889099,0.895311713218689,0.9188883304595947,0.7446838021278381,0.9625027179718018,0.6970688104629517
16,25,26,"To clarify the roles of miRNAs in erythropoiesis, four miRNAs were selected (miR-155, miR-221, miR-223, and miR-451) because their expression seems to be relevant to hematopoiesis.","In myelopoiesis, miR-223 has been shown to regulate granulocyte development in both humans and mice.",2,2,2,2,2,0.5,0.8228351473808289,0.9257391095161438,0.8402624130249023,0.878407895565033,0.6236197352409363,0.9322036504745483,0.5848329067230225
17,26,27,We then sought to reassess the regulation of miR-223 in the exactly same experimental system adopted in the previous work ,"Importantly, our reassessment revealed that this conserved promoter is probably active in the induction of miR-223 during All-trans retinoic acid (ATRA)-induced differentiation of the APL cell line, NB4 cells, which is the main experimental system adopted in the previous study ",2,3,3,2,2,0.625,0.845569372177124,0.9504562020301819,0.9159284234046936,0.7888033986091614,0.5178168416023254,0.9335954189300537,0.4151756465435028
18,27,28,"Unique segments of homologous sequences in RIP1 and RIP3 (RIP homotypic interaction motifs, RHIMs)  were shown to mediate their interaction ",RIP1 was reported to interact with RIP3.,3,3,4,3,4,0.8125,0.7842339873313904,0.8978793621063232,0.8635139465332031,0.8366650342941284,0.6057407259941101,0.9184830188751221,0.72164386510849
19,28,29,"This form of necrosis, also termed necroptosis, requires the activity of receptor-interacting protein kinase 1 (RIP1) and its related kinase, RIP3 ","TNF-mediated programmed necrosis typically involves the receptor-interacting serine-threonine kinases 1 and 3 (RIP1 and RIP3), as evidenced in human, mouse, and zebrafish cell lines, as well as in a murine sepsis model ",3,3,3,3,3,0.75,0.8929500579833984,0.9576562643051147,0.9382832646369934,0.9134355783462524,0.7554026246070862,0.964337170124054,0.7827615141868591
20,29,30,"This form of necrosis, also termed necroptosis, requires the activity of receptor-interacting protein kinase 1 (RIP1) and its related kinase, RIP3 ","Moreover, other reports have also shown that necroptosis could be induced via modulating RIP1 and RIP3.",4,4,4,4,4,1.0,0.8558453321456909,0.9366053938865662,0.8758005499839783,0.8508458137512207,0.8200092911720276,0.9538607597351074,0.6945091485977173
21,30,31,"Furthermore, ablation of both Erk1 and Erk2 impaired tumor development, whereas inactivation of either one alone had no effect.",Only concomitant ablation of ERK1 and ERK2 impairs tumor growth.,4,4,4,4,4,1.0,0.8703770041465759,0.9541043043136597,0.9181879758834839,0.934581995010376,0.9125009179115295,0.9790287017822266,0.8566220998764038
22,31,32,"Importantly, the role of ERK phosphorylation in Kras-driven NSCLCs has been recently highlighted by the demonstration that ERK activity is essential for Kras-driven lung tumorigenesis.","As mentioned above, high ERK activity is crucial for the development of Kras-driven NSCLCs.",3,3,4,3,4,0.8125,0.9121161103248596,0.948943555355072,0.9005030989646912,0.8860523104667664,0.6761094331741333,0.9794089198112488,0.8560842275619507
23,33,34,"The oncogenic activity of mutant Kras appears dependent on functional Craf, but not on Braf ","Notably, c-Raf has recently been found essential for development of K-Ras-driven NSCLCs ",3,3,3,3,3,0.75,0.7250266671180725,0.9258904457092285,0.8873724937438965,0.800769567489624,0.26956307888031006,0.93159019947052,0.6118011474609375
24,34,35,The oncogenic activity of mutant Kras appears dependent on functional Craf.,Oncogenic KRAS mutations are common in cancer.,2,2,2,2,2,0.5,0.7848157286643982,0.9118682742118835,0.8600047826766968,0.8204047083854675,0.6468701958656311,0.935636043548584,0.6128296852111816
25,35,36,BAF53 and β-actin subunits have been implicated in mammalian SWI/SNF-regulated binding to the chromatin/nuclear matrix.,"In addition, Arp4-related BAF53 and β-actin are components of the human SWI/SNF complex and could play a role in its signal-regulated binding to the chromatin/nuclear matrix ",4,4,4,3,4,0.9375,0.9342367649078369,0.9626806974411011,0.9701849818229675,0.9685956239700317,0.8505822420120239,0.975134551525116,0.8852339386940002
26,36,37,"The mammalian Arp, BAF53 (BRG-associated factor), and β-actin were initially found as components of the mammalian SWI/SNF-like BAF chromatin-remodeling complex.","In addition, Arp4-related BAF53 and β-actin are components of the human SWI/SNF complex and could play a role in its signal-regulated binding to the chromatin/nuclear matrix",3,3,4,3,4,0.8125,0.9122631549835205,0.962481677532196,0.9557206630706787,0.9531724452972412,0.8601105213165283,0.9743692874908447,0.8792088627815247
27,38,39,"In eukaryotic cells, small G-proteins are critically regulated by Guanine nucleotide Exchange Factors (GEFs) and GTPase Activating Proteins (GAPs).",Eukaryotic small G-proteins are often controlled through the balancing actions of GAPs and GEFs.,4,4,4,4,4,1.0,0.9100096821784973,0.9603504538536072,0.9215503334999084,0.8892355561256409,0.8371735215187073,0.9780335426330566,0.7805377840995789
28,41,42,"We, and others, have recently described the inducible-Kras*p53+/− (iKras*p53+/−) mouse model of pancreatic cancer, that allows tissue-specific, inducible and reversible expression of mutant Kras in combination with a loss of function allele of the tumor suppressor p53.","There is a certain variability in these findings: for instance, metastatic potential has been described by other groups using KC or iKras* mice combined with loss of function allele of p53. ",3,3,3,3,3,0.75,0.8800534009933472,0.9392303228378296,0.9283223152160645,0.8645938634872437,0.5442704558372498,0.9453760981559753,0.6163442730903625
29,42,43,"The overall accuracy of our gene expression classifier was ~88%, and all T-ALL, TEL-AML1-positive, hyperdiploid and E2A-rearranged cases were correctly classified (i.e., 100% sensitivity) which resembled the data previously reported using other strategies for probe set selection and classifier construction.",A gene that warrants further studies is the erythropoietin receptor that is 7.4-fold higher expressed in TEL-AML1-positive cases compared to other precursor B-ALL cases confirming other gene expression classification studies.,2,2,2,2,2,0.5,0.8945664167404175,0.9528737664222717,0.9366243481636047,0.8898839950561523,0.5031719207763672,0.9461419582366943,0.6754854321479797
30,43,44,A gene that warrants further studies is the erythropoietin receptor that is 7.4-fold higher expressed in TEL-AML1-positive cases compared to other precursor B-ALL cases confirming other gene expression classification studies.,Another recent gene expression study of large numbers of cases provided support for the hypothesis that distinct leukemias are specified by each of the unique chromosomal abnormalities found in lymphoblastic leukemias.,0,0,0,2,1,0.125,0.8488987684249878,0.9100470542907715,0.920028805732727,0.8328952789306641,0.4151388704776764,0.9356877207756042,0.6514511704444885
31,44,45,MLL-FKBP and MLL-AF9 transformed cells showed persistent expression of Hox a7 and Hox a9 as well as the Hox cofactor Meis 1. ,"Regardless of the mechanism for transcriptional activation, increasing data suggest that Hox a7, Hox a9, and Meis1 are pivotal targets for MLL fusion protein-mediated transformation.",3,3,4,3,3,0.8125,0.8649441003799438,0.9411440491676331,0.9103584885597229,0.8946179151535034,0.7479469180107117,0.9549276232719421,0.8361602425575256
32,45,46,These findings were identical to the pattern of expression seen in human acute lymphoid and myeloid leukemias with MLL rearrangements.,These genes are consistently expressed in leukemias with MLL rearrangements.,4,3,4,3,4,0.875,0.8908905982971191,0.9520055651664734,0.9075784087181091,0.9271498918533325,0.7908430099487305,0.966224193572998,0.7919721603393555
33,47,48,"For Sox11 repression by miR-204, Neuro-2a cells (ATCC) were grown on coverslips in 24-well plates for 24 h and then co-transfected with 500 ng of pCAG-GFP expression plasmid and either 500 ng of scrambled-miRVec or miR-204-miRVec expression plasmid containing the pre-miRNA of miR-204",Co-transfection of miRVec-miR-204  and the Renilla-3′ UTR plasmid was in HEK293T cells with TransIT-LT1 Transfection Reagent (Mirus),2,2,2,2,1,0.5,0.9085497856140137,0.9569430351257324,0.9410657286643982,0.9492707252502441,0.5490841865539551,0.9294356107711792,0.7120321393013
34,49,50,"Consequently miRNAs have been demonstrated to act either as oncogenes (e.g., miR-155, miR-17−5p and miR-21) or tumor suppressors (e.g., miR-34, miR-15a, miR-16−1 and let-7)","Given the extensive involvement of miRNA in physiology, dysregulation of miRNA expression can be associated with cancer pathobiology including oncogenesis], proliferation, epithelial-mesenchymal transition, metastasis, aberrations in metabolism, and angiogenesis, among others ",2,3,3,3,3,0.6875,0.7581960558891296,0.8895066976547241,0.8996222615242004,0.8083696365356445,0.6975237131118774,0.9525797963142395,0.7094519734382629
35,50,51,"In many tumors, there is either overexpression of so-called oncogenic miRNAs (e.g., miR-155, miR-17−5p and miR-21)  or downregulation of tumor suppressor miRNAs (e.g., miR-34, miR-15a, miR-16−1 and let-7) ","Of note, miR-373 had been previously identified as a potential oncogene (together with miR-372) in testicular germ-cell tumors, although it has been proposed that the prometastatic and the oncogenic properties of this miRNA are due to the regulation of different genes (CD44 and LATS2, respectively)",2,2,1,2,2,0.4375,0.8697998523712158,0.9479258060455322,0.9130843281745911,0.9050514101982117,0.6363518834114075,0.948843777179718,0.710050642490387
36,52,53,These models have facilitated the identification of candidate oncogenes and tumor suppressor genes,The development of genome-scale libraries of RNAi reagents has facilitated loss-of-function approaches in mammalian cells that have identified candidate tumor-suppressor genes ,3,3,1,3,3,0.625,0.8359415531158447,0.9455179572105408,0.8976659774780273,0.9173291921615601,0.5445346236228943,0.943702757358551,0.6880406737327576
37,53,54,These cells (herein termed TLM-HMECs) are immortal but do not proliferate in the absence of extracellular matrix (ECM) ,"HMECs expressing hTERT and SV40 LT (TLM-HMECs) were cultured in mammary epithelial growth medium (MEGM, Lonza) ",1,2,1,2,1,0.375,0.8159105777740479,0.9252492189407349,0.8857343792915344,0.8229808211326599,0.4367777407169342,0.9536400437355042,0.6322382092475891
38,54,55,"Ironically, Rest has recently been described as both a tumor suppressor and an oncogene.","REST is a transcription factor that represses neuronal genes in non-neural tissues, and plays a prominent tumor suppressor role in epithelial tissues ",3,3,4,2,3,0.75,0.7386862635612488,0.8782736659049988,0.8612881898880005,0.841841459274292,0.6516709923744202,0.9530157446861267,0.5800724029541016
39,55,56,"Further, INPP4B was identified out of a collection of RNAis to give rise to anchorage-independent growth in human mammary epithelial cells (HMEC)","On the other hand, RASA4/CAPRI (RAS p21 protein activator 4), a suppressor of epithelial cell transformation, functions as a Ca(2+)-dependent Ras GTPase-activating 0protein (GAP) to inactivate the Ras-MAPK pathway following a stimulus that elevates intracellular calcium ",1,1,0,1,0,0.1875,0.8414153456687927,0.9264607429504395,0.8794103264808655,0.863178014755249,0.4036460816860199,0.9248626232147217,0.36226344108581543
40,57,58,"T47D, MCF-7, Skbr3, HeLa, and Caco-2 cells were transfected by electroporation as described previously."," MCF7 or HeLa cells were electroporated as described previously to more than 95% efficiency with pSuper constructs against the various targets, and 72 hr later, protein expression was analyzed by SDS-PAGE and Western blotting.",3,3,3,3,3,0.75,0.8114471435546875,0.9205079078674316,0.9056091904640198,0.8820016980171204,0.7048332095146179,0.9529005289077759,0.6040206551551819
41,59,60,"A few studies have reported the control of APC/C by genotoxic stress in mammalian cells, Ionizing radiation was shown to activate the APC/C to degrade cyclin D1, which triggers an immediate p53-independent G1 arrest.","In fact, genotoxic stresses such as ionizing radiation have been demonstrated to trigger rapid proteolysis of cyclin D1, leading to p53-independent G1 arrest.",4,4,4,3,4,0.9375,0.9357392191886902,0.9742552638053894,0.9606587290763855,0.9477699995040894,0.8162474632263184,0.9727323651313782,0.7533540725708008
42,60,61,"As p16INK4a blocks the inactivation of pRb by cyclin-dependent kinases, and Arf blocks the inactivation of p53 by Mdm2-mediated proteolysis, both have the capacity to cause cell cycle arrest.","By inducing Arf and Ink4a in primary rodent fibroblasts, oncogenic Ras expression leads to growth arrest and premature senescence.",3,3,2,2,2,0.625,0.8299397230148315,0.9273514747619629,0.90287184715271,0.8694241046905518,0.43499693274497986,0.9479967951774597,0.5978530049324036
43,61,62,"For the analysis of expression at different stages of differentiation, data were obtained for 43 mouse samples in StemBase , originating from 16 studies with Affymetrix MOE430A microarray chips, as used in an Oct4 expression profiling study covering murine ESCs, embryonal carcinoma cell lines, and several early differentiated lineages.","We investigated the patterns of expression of the Oct4-associated data set in cells at different stages of differentiation, including embryonic carcinoma, embryonic stem cells, embryoid bodies, and various differentiated cell types, on the basis of transcriptomics data.",4,4,4,3,3,0.9375,0.9155166149139404,0.959624171257019,0.9542672038078308,0.9193567037582397,0.7378638982772827,0.965543806552887,0.844597339630127
44,64,65,"Activated Ras will transform established lines, such as NIH3T3 cells, it causes a senescence-like growth arrest in primary cells ","Moreover, oncogenes such as H-RASV12 provoke a stress response in primary cells that results in an irreversible growth arrest, termed premature senescence.",3,3,3,3,3,0.75,0.8734135031700134,0.9487084150314331,0.9242204427719116,0.8746308088302612,0.6768283843994141,0.9666913747787476,0.8117790818214417
45,65,66,Oct-4-dependent transcriptional networks have been described regulating self-renewal and pluripotency in human and mouse ES and EC cells and in human mesenchymal cells.,Co-transfection of miRVec-miR-204  and the Renilla-3′ UTR plasmid was in HEK293T cells with TransIT-LT1 Transfection Reagent (Mirus),0,0,0,0,0,0.0,0.8235276937484741,0.9027349352836609,0.8931967616081238,0.8683425188064575,0.3190789818763733,0.8857049942016602,0.11756416410207748
46,66,67,"This oxidative branch activity is elevated in comparison to many cancer cell lines, where the oxidative branch is typically reduced and accounts for <20% of the carbon flow through PPP.",The Downward laboratory  went all the way from identifying GATA2 as a novel synthetic lethal gene to validating it using Kras-driven GEM models.,0,0,0,0,0,0.0,0.75229811668396,0.9100761413574219,0.8529543876647949,0.7094886302947998,0.24596694111824036,0.8747880458831787,0.2178964465856552
47,72,73,"A number of studies have identified unbiased strategies to treat KRAS mutant cancers through RNA interference screens, including inhibition of TAK1, STK33, TBK1, WT1, GATA2, and BCL-XL/MEK.",This would also permit the use of inhibitors that target a single normal protein on which in particular the tumor cells depend as the result of a mutation in a defined pathway. ,2,1,0,2,2,0.3125,0.757387638092041,0.8672993779182434,0.8684885501861572,0.8282653093338013,0.47515133023262024,0.9238595962524414,0.43904587626457214
48,73,74,"Finally, researchers combined available inhibitors selective for two of the pathways regulated by GATA2 to treat mice with Kras-driven NSCLCs.","In PC9 cells, loss of GATA6 and/or HOPX did not alter cell growth, whereas reduction of GATA2 and EGFR inhibited cell viability as previously reported. ",2,2,2,2,1,0.5,0.7860569357872009,0.9184425473213196,0.877182126045227,0.8686695098876953,0.47310376167297363,0.9259644746780396,0.4559313952922821
49,74,75,They identified that some genes involved in RHO-related signaling pathways were occupied by GATA2 in KRAS mutant but not wild-type tumor cells. ,The researchers combined available inhibitors selective for two of the pathways regulated by GATA2 to treat mice with Kras-driven NSCLCs,2,2,2,2,2,0.5,0.800338864326477,0.9415732622146606,0.9257473945617676,0.919394850730896,0.6339406967163086,0.9421979188919067,0.6409943103790283
50,75,76,The in vivo data is still preliminary and other potential roadblocks such as drug resistance have not been examined. ,"The GEM model used in this study retains wild-type Tp53, suggesting that the tumors successfully treated with bortezomib and fasudil might not be as aggressive as those in most NSCLC patients",0,0,0,0,0,0.0,0.7956842184066772,0.8908535838127136,0.8298571109771729,0.7755188941955566,0.21984444558620453,0.8921507000923157,0.30034223198890686
51,76,77,"In spite of these caveats, the results of research represent a very important advance in the long-standing fight to conquer lung cancer",We should consider the data of research as an exciting but early step in the long process of drug discovery.,1,1,0,1,1,0.1875,0.8424562215805054,0.9319683909416199,0.9143973588943481,0.8354694247245789,0.4648783504962921,0.9157996773719788,0.5605705380439758
52,77,78,"Here, looking for agents that could specifically kill KRAS mutant cells, they found that knockdown of GATA2 was synthetically lethal with KRAS mutation","Not surprisingly, GATA2 knockdown in KRAS mutant cells resulted in a striking reduction of active GTP-bound RHO proteins, including the downstream ROCK kinase",2,2,3,2,2,0.5625,0.8800662755966187,0.9343194961547852,0.8981989026069641,0.8258557915687561,0.5497952699661255,0.9527141451835632,0.5803573131561279
53,78,79,"In lung tumors, TRAF6 levels can become elevated by several mechanisms:",GATA2lox/lox   Sporadic infection of lung cells with Adeno-Cre virus   GATA2 loss induces regression of established tumors,1,1,2,2,1,0.375,0.7032327651977539,0.906270444393158,0.7839002013206482,0.7706465125083923,0.4129742980003357,0.897255003452301,0.28572627902030945
54,83,84,"We found no obvious effect of LATS2-depletion on the Aurora-A kinase activity when monitored by phosphorylation state of Thr288 on Aurora-A [18] (Fig. S2), suggesting that LATS2 may be a downstream of Aurora-A as mentioned in a previous report [8]","Among them, miR-143, miR-145 and miR-34a have been shown to inhibit cell proliferation, and miR-146a and miR-21 to increase cell growth",0,0,0,1,0,0.0625,0.7824482321739197,0.8903271555900574,0.834650456905365,0.8128366470336914,0.2091807872056961,0.8873355984687805,0.022963864728808403
55,84,85,Oct-4-dependent transcriptional networks have been described regulating self-renewal and pluripotency in human and mouse ES and EC cells and in human mesenchymal cells.,One study reports upregulation of this miR as revealed by qRT-PCR whereas a sequencing approach and microarray analysis point to a repression of miR-133b in tumor tissue,1,1,0,1,0,0.1875,0.8376539349555969,0.8974344730377197,0.8979695439338684,0.8567888736724854,0.2170276939868927,0.906373143196106,0.1485455334186554
56,85,86,"In addition, genetic and functional studies suggest that neomorphic IDH mutations contribute to myeloid transformation, at least in part, by inhibiting TET enzymatic function.","In addition, up-regulation of miR-24 has also been observed in gastric and cervical cancers",0,0,0,1,0,0.0625,0.7877676486968994,0.8889551758766174,0.8763878345489502,0.8739139437675476,0.22893331944942474,0.889467179775238,0.08858127892017365
57,86,87,"In PC9 cells, loss of GATA6 and/or HOPX did not alter cell growth, whereas reduction of GATA2 and EGFR inhibited cell viability as previously reported.","Aurora-A is required for the correct localisation and function of centrosomal components like centrosomin, NDEL1, LATS and TACC proteins",0,0,0,1,0,0.0625,0.7416920065879822,0.9076656699180603,0.8492513298988342,0.8335493206977844,0.32009804248809814,0.8814148306846619,0.1622309684753418
58,91,92,Necrotic death was augmented when caspase activities were compromised by either viral or chemical inhibitors.,"Intriguingly, in the presence of caspase inhibitors or following caspase-8 gene ablation, death receptors have also recently been shown to induce necrotic cell death, a process which is dependent on the kinase activity of RIPK1 and RIPK3",3,3,3,3,2,0.75,0.8607757687568665,0.953820526599884,0.8865511417388916,0.851913571357727,0.7405623197555542,0.9420240521430969,0.605316698551178
59,92,93,The cyclin-dependent kinase (CDK) inhibitor roscovitine has been reported to down-regulate the anti-apoptotic protein Mcl-1,Recent work in model systems and acute myelogenous leukemia has suggested that expression of MCL-1 is a key determinant of resistance to ABT-737,2,2,2,2,2,0.5,0.7537538409233093,0.9032421112060547,0.8899198770523071,0.8447040319442749,0.46468618512153625,0.9222426414489746,0.3895171284675598
60,93,94,The up-regulation of miR-146a was also detected in cervical cancer tissues.,The expression of miR-146a has been found to be up-regulated in cervical cancer.,4,4,4,4,4,1.0,0.91349858045578,0.9789443016052246,0.9488414525985718,0.9697946310043335,0.9606459736824036,0.9924703240394592,0.8799418210983276
61,94,95,"At the onset of mitosis, LATS2 is activated by phosphorylation and plays important roles in G2/M transition in cultured cells",Lats2/Kpm is homologous to Lats1 and undergoes cell cycle-dependent phosphorylation,3,3,3,3,3,0.75,0.8592631220817566,0.9401206970214844,0.9095545411109924,0.9059622883796692,0.7681604623794556,0.9481245875358582,0.6654645800590515
62,97,98,"Three programs, PicTar, miRanda, and TargetScan , were used to predict the targets of miR-21.",The genes that decreased 2-fold or more were further screened for possible miR-372/3 target sites using a local version of the TargetScan algorithm.,2,3,2,3,2,0.625,0.8023548722267151,0.9287006855010986,0.8631912469863892,0.8562252521514893,0.6778588891029358,0.9222884178161621,0.6854175329208374
63,98,99,The recent reports demonstrated that the first eight nucleotides of the 5′ end of miRNA could correlate with the efficient translational repression.,Mismatches near the 5′ end of the small RNA completely abrogated translational suppression.,3,3,4,3,3,0.8125,0.8394771814346313,0.9237082600593567,0.8842599987983704,0.8938635587692261,0.6633128523826599,0.9466704726219177,0.7054846286773682
64,1,2,"The Bcl-2 inhibitor ABT-737 induces regression of solid tumors  and its derivatives are in the early clinical phase as cancer therapeutics; however, it targets Bcl-2, Bcl-XL, and Bcl-w, but not Mcl-1, which induces resistance against apoptotic cell death triggered by ABT-737.","Recently, it has been reported that ABT-737 is not cytotoxic to all tumors cells, and that chemoresistance to ABT-737 is dependent on appreciable levels of Mcl-1 expression, the one Bcl-2 family member it does not effectively inhibit.",3,3,3,3,3,0.75,0.9271870255470276,0.9552252292633057,0.9625642895698547,0.9243150949478149,0.83394855260849,0.9731167554855347,0.8628371953964233
65,7,8,expression of an activated form of Ras proteins can induce senescence in some primary fibroblasts.,"When expressed alone in primary cells however, oncogenic Ras induces premature senescence, a putative tumour suppressor mechanism to protect from uncontrolled proliferation.",3,3,3,3,3,0.75,0.8318385481834412,0.9491979479789734,0.8904839158058167,0.9150160551071167,0.7436843514442444,0.9637048244476318,0.7258864045143127
66,8,9,A high percentage of tumor cells that take on immortalized characteristics show telomerase activity and it has been suggested that hTERT expression may be one of the six key events common to cancer.,"As a serine/threonine protein kinase, AKT functions by phosphorylating key intermediate signaling molecules, leading to increased cell metabolism, cell growth, cell survival, and cell invasiveness—all hallmarks of cancer.",2,1,1,2,1,0.375,0.812087893486023,0.9182171821594238,0.900888204574585,0.8474656939506531,0.43091338872909546,0.9398059844970703,0.3216792643070221
